ID,Search Name,Name,Vintage,Country,Region,Winery,Price,Currency,Flavor,Acidity,Intensity,Sweetness,Tannin,Sparkling,Image Link,Grapes,Wine Style,Alcohol Content,Food Pairings,URL
5078,tenuta-san-guido-sassicaia-2016,Tenuta San Guido Sassicaia 2016,2016,Italy,Bolgheri Sassicaia,Tenuta San Guido,500000,₩,[],3.4875815,3.782796,1.7053751,3.878296,,//images.vivino.com/thumbs/L2ZTpFlDR2yMHe1-GA90Jw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/5078?year=2016
14362,chateau-pontet-canet-pauillac-grand-cru-classe-2009,Château Pontet-Canet Pauillac (Grand Cru Classé) 2009,2009,France,Pauillac,Château Pontet-Canet,367070,₩,[],4.198038,4.2183595,1.673676,4.2267156,,//images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/14362?year=2009
13759,clos-apalta-clos-apalta-2005,Clos Apalta Clos Apalta 2005,2005,Chile,Apalta Valley,Clos Apalta,124793,₩,[],3.070236,4.7000704,1.8060604,3.5429497,,//images.vivino.com/thumbs/4p9kX4l6QkS6ra9x6Br_iQ_pb_x600.png,"42% Carménère, 28% Cabernet Sauvignon, 26% Merlot, 4% Petit Verdot",Chilean Bordeaux Blend,[],[],https://www.vivino.com/w/13759?year=2005
1679343,freemark-abbey-bosche-vineyard-cabernet-sauvignon-2004,Freemark Abbey Bosché Vineyard Cabernet Sauvignon 2004,2004,United States,Rutherford,Freemark Abbey,400000,₩,[],3.4067516,4.7601047,1.5183904,3.4607875,,//images.vivino.com/thumbs/KWCVv7ILTNeTDO91bLawkg_pb_x600.png,Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,13.8%,"[['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']]",https://www.vivino.com/w/1679343?year=2004
3661401,amici-cellars-spring-mountain-cabernet-sauvignon-2011,Amici Spring Mountain Cabernet Sauvignon 2011,2011,United States,Spring Mountain District,Amici,500000,₩,[],3.528679,4.8238516,1.4472346,3.5271482,,//images.vivino.com/thumbs/qBVy1NqgT1K6jY22wdQSkA_pb_x600.png,Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,[],"[['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']]",https://www.vivino.com/w/3661401?year=2011
836,chimney-rock-winery-elevage-2000,Chimney Rock Elevage 2000,2000,United States,Stags Leap District,Chimney Rock,360000,₩,[],3.7788687,4.6730227,1.4880911,3.398604,,//images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,[],[],[],"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/836?year=2000
5078,tenuta-san-guido-sassicaia-2017,Tenuta San Guido Sassicaia 2017,2017,Italy,Bolgheri Sassicaia,Tenuta San Guido,496041,₩,[],3.4875815,3.782796,1.7053751,3.878296,,//images.vivino.com/thumbs/L2ZTpFlDR2yMHe1-GA90Jw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/5078?year=2017
22447,ornellaia-bolgheri-superiore-bolgheri-superiore-2012,Ornellaia Bolgheri Superiore 2012,2012,Italy,Bolgheri Superiore,Ornellaia,396351,₩,[],3.4587712,3.877239,1.7904087,3.8897245,,//images.vivino.com/thumbs/Unx9_x0PRI2NyaC5mqQtHQ_pb_x600.png,"60% Cabernet Sauvignon, 22% Merlot, 14% Cabernet Franc, 4% Petit Verdot",Italian Bolgheri,14.5%,"[['Beef', 'Pasta', 'Lamb', 'Veal', 'Game (deer, venison)']]",https://www.vivino.com/w/22447?year=2012
1658,antinori-tuscany-tenuta-guado-al-tasso-bolgheri-superiore-2016,Antinori Tenuta Guado al Tasso Bolgheri Superiore 2016,2016,Italy,Bolgheri Superiore,Antinori,400000,₩,[],3.415934,3.9343407,1.7344356,3.8640702,,//images.vivino.com/thumbs/pIvw9lKgRgKX1Yz8xhqNJg_pb_x600.png,"60% Cabernet Sauvignon, 20% Cabernet Franc, 20% Merlot",Italian Bolgheri,14%,"[['Beef', 'Pasta', 'Lamb', 'Veal', 'Game (deer, venison)']]",https://www.vivino.com/w/1658?year=2016
25474,sena-aconcagua-valley-2007,Sena Aconcagua Valley 2007,2007,Chile,Aconcagua Valley,Sena,168470,₩,[],3.1237693,4.548021,1.9078404,3.5518966,,//images.vivino.com/thumbs/DU7ypIztQEiTxv2nWmSUFw_pb_x600.png,100% Cabernet Franc,Chilean Bordeaux Blend,13%,"[['Beef', 'Pasta', 'Veal', 'Poultry']]",https://www.vivino.com/w/25474?year=2007
82613,fr-chateau-pape-clement-pessac-leognan-grand-cru-classe-de-graves-2010,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 2010,2010,France,Pessac-Léognan,Château Pape Clément,367070,₩,[],4.2092113,4.196215,1.6907008,4.2266726,,//images.vivino.com/thumbs/c1SE-xBESFirhNw96jwuxw_pb_x600.png,[],[],[],"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/82613?year=2010
81848,chateau-leoville-las-cases-saint-julien-grand-cru-classe-2005,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2005,2005,France,Saint-Julien,Château Léoville Las Cases,460609,₩,[],4.184887,3.7826955,1.6329252,3.87069,,//images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,"Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot",Bordeaux Saint-Julien,13%,"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/81848?year=2005
9958,dominus-estate-dominus-christian-moueix-2014,Dominus Dominus (Christian Moueix) 2014,2014,United States,Napa Valley,Dominus,418091,₩,[],3.8244333,4.62405,1.6853112,3.5357523,,//images.vivino.com/thumbs/FvLdztxrRXOZxU1jfVoQKQ_pb_x600.png,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",Napa Valley Bordeaux Blend,14.3%,"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/9958?year=2014
18323,casa-silva-altura-2008,Casa Silva Altura 2008,2008,Chile,Colchagua Valley,Casa Silva,216307,₩,[],3.085678,4.3336477,1.7501409,3.4345257,,//images.vivino.com/thumbs/WXLuZ4cVQ7ur7p0slQWdRw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/18323?year=2008
1979,errazuriz-kai-carmenere-2010,Errazuriz Kai Carmenère 2010,2010,Chile,Aconcagua Valley,Errazuriz,500000,₩,[],3.1322324,4.279806,1.9459097,2.7133656,,//images.vivino.com/thumbs/OFlWCfdCScqHwM6UHkghiQ_pb_x600.png,"96% Carménère, 4% Petit Verdot",Chilean Carménère,14.5%,"[['Beef', 'Pasta', 'Lamb', 'Poultry']]",https://www.vivino.com/w/1979?year=2010
1179539,pavie-saint-emilion-grand-cru-premier-grand-cru-classe-1990,Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1990,1990,France,Saint-Émilion Grand Cru,Château Pavie,382660,₩,[],3.3889658,4.1933107,1.8624856,3.5276885,,//images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_x600.png,"Cabernet Sauvignon, Cabernet Franc, Merlot",Bordeaux Saint-Émilion,13.5%,"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/1179539?year=1990
1168676,fr-chateau-latour-les-forts-de-latour-pauillac-2003,Château Latour Les Forts de Latour Pauillac 2003,2003,France,Pauillac,Château Latour,340142,₩,[],4.1633725,4.1814895,1.650976,4.091615,,//images.vivino.com/thumbs/iPJbOceNQRKoP-yIA0dNJA_pb_x600.png,100% Cabernet Sauvignon,Bordeaux Pauillac,12.5%,"[['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']]",https://www.vivino.com/w/1168676?year=2003
1179539,pavie-saint-emilion-grand-cru-premier-grand-cru-classe-2002,Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,2002,France,Saint-Émilion Grand Cru,Château Pavie,403919,₩,[],3.3889658,4.1933107,1.8624856,3.5276885,,//images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1179539?year=2002
1186753,tenuta-campo-di-sasso-bibbona-2018,Biserno Bibbona 2018,2018,Italy,Toscana,Biserno,211172,₩,[],3.0959327,3.57003,1.7886361,3.018414,,//images.vivino.com/thumbs/nLWRMTRbRzm7OvUCzvzYlQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1186753?year=2018
1649800,b-cellars-premiere-napa-valley-cabernet-sauvignon-2006,B Cellars Premiere Napa Valley Cabernet Sauvignon 2006,2006,United States,Napa Valley,B Cellars,74876,₩,[],3.3141108,4.743439,1.5490938,3.3648489,,//images.vivino.com/labels/m2LWbQ6UQN6-wwGxs1HE6A.jpg,[],[],[],[],https://www.vivino.com/w/1649800?year=2006
1168676,fr-chateau-latour-les-forts-de-latour-pauillac-1990,Château Latour Les Forts de Latour Pauillac 1990,1990,France,Pauillac,Château Latour,365653,₩,[],4.1633725,4.1814895,1.650976,4.091615,,//images.vivino.com/thumbs/iPJbOceNQRKoP-yIA0dNJA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1168676?year=1990
16587,joseph-phelps-vineyards-napa-valley-insignia-2019,Joseph Phelps Vineyards Insignia 2019,2019,United States,Napa Valley,Joseph Phelps Vineyards,382698,₩,[],3.8144128,4.7566814,1.741357,3.486578,,//images.vivino.com/thumbs/NOkljUUMT3i35lDjSgR9MQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/16587?year=2019
23793,chateau-lafite-rothschild-carruades-de-lafite-pauillac-1990,Château Lafite Rothschild Carruades de Lafite Pauillac 1990,1990,France,Pauillac,Château Lafite Rothschild,476199,₩,[],4.1106324,4.1668353,1.6165837,4.0208654,,//images.vivino.com/thumbs/_gwLcTisRmW0oD3P4K_SrQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/23793?year=1990
2307317,podere-le-ripi-lupi-e-sirene-riserva-2015,Podere le Ripi Lupi e Sirene Riserva 2015,2015,Italy,Brunello di Montalcino,Podere le Ripi,350000,₩,[],3.8259223,3.3030648,1.6798946,3.6605504,,//images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2307317?year=2015
1191335,chateau-valandraud-saint-emilion-grand-cru-premier-grand-cru-classe-2005,Château Valandraud Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,2005,France,Saint-Émilion Grand Cru,Château Valandraud,374156,₩,[],3.378121,4.236981,1.9091263,3.563902,,//images.vivino.com/thumbs/e4SlfIVlTRKB319z4NgppQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1191335?year=2005
1979,errazuriz-kai-carmenere-2008,Errazuriz Kai Carmenère 2008,2008,Chile,Aconcagua Valley,Errazuriz,500000,₩,[],3.1322324,4.279806,1.9459097,2.7133656,,//images.vivino.com/thumbs/OFlWCfdCScqHwM6UHkghiQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1979?year=2008
1191335,chateau-valandraud-saint-emilion-grand-cru-premier-grand-cru-classe-2009,Château Valandraud Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,2009,France,Saint-Émilion Grand Cru,Château Valandraud,425178,₩,[],3.378121,4.236981,1.9091263,3.563902,,//images.vivino.com/thumbs/e4SlfIVlTRKB319z4NgppQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1191335?year=2009
1123953,puriri-hills-pope-2015,Puriri Hills Pope 2015,2015,New Zealand,Auckland,Puriri Hills,153464,₩,[],3.814809,3.6975088,1.9089918,3.5740323,,//images.vivino.com/thumbs/7hxKWwLtTHSWV6r65lGo-g_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1123953?year=2015
25474,sena-aconcagua-valley-2003,Sena Aconcagua Valley 2003,2003,Chile,Aconcagua Valley,Sena,168470,₩,[],3.1237693,4.548021,1.9078404,3.5518966,,//images.vivino.com/thumbs/DU7ypIztQEiTxv2nWmSUFw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/25474?year=2003
36434,e-guigal-cote-rotie-la-mouline-2007,E. Guigal Côte-Rôtie La Mouline 2007,2007,France,Côte-Rôtie,E. Guigal,446437,₩,[],3.8722343,3.9634876,1.7126832,3.875365,,//images.vivino.com/thumbs/HYVZMFigQ5qXxni7s9SpWw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/36434?year=2007
5197411,santa-carolina-rapel-valley-luis-pereira-central-valley-red-wine-2012,Santa Carolina Luis Pereira 2012,2012,Chile,Central Valley,Santa Carolina,199668,₩,[],2.6803,4.079618,1.7616371,2.5707095,,//images.vivino.com/thumbs/0zxhNJzIRcKk_HHjGhsX0w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/5197411?year=2012
7494,muga-torre-muga-2000,Muga Torre Muga 2000,2000,Spain,Rioja,Muga,112313,₩,[],3.7792213,3.980087,1.7520734,3.9122744,,//images.vivino.com/thumbs/GpOndsWVRFeNzWTfI8LucA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/7494?year=2000
1099912,henri-bonneau-chateauneuf-du-pape-reserve-des-celestins-2011,Henri Bonneau Chateauneuf-du-Pape Réserve des Célestins 2011,2011,France,Châteauneuf-du-Pape,Henri Bonneau,467696,₩,[],3.1312943,4.4991407,2.0082874,3.0176835,,//images.vivino.com/thumbs/i53kv2gfSNu0kgi8J3YqJg_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1099912?year=2011
7495,muga-aro-2001,Muga Aro 2001,2001,Spain,Rioja,Muga,228787,₩,[],3.8135037,4.014319,1.8293996,3.915147,,//images.vivino.com/thumbs/oZqEuRdwTkKhinhOwjxSjw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/7495?year=2001
1631901,stonyridge-vineyard-larose-red-blend-2019,Stonyridge Vineyard Larose Red Blend 2019,2019,New Zealand,Waiheke Island,Stonyridge Vineyard,282703,₩,[],3.8211255,3.9683518,1.6021991,3.6476238,,//images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1631901?year=2019
1542349,yangarra-estate-vineyard-ironheart-shiraz-2017,Yangarra Ironheart Shiraz 2017,2017,Australia,McLaren Vale,Yangarra,300000,₩,[],3.0464044,4.6826963,2.1842933,3.1775458,,//images.vivino.com/thumbs/JzJc3sG8QKmwfJE8zFu3kA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1542349?year=2017
1179603,chateau-montrose-la-dame-de-montrose-saint-estephe-1990,Château Montrose La Dame de Montrose Saint-Estèphe 1990,1990,France,Saint-Estèphe,Château Montrose,324552,₩,[],4.108811,4.271171,1.5140094,4.301135,,//images.vivino.com/thumbs/OuCPyNv9QQierMJsEd59tA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1179603?year=1990
835,chimney-rock-winery-cabernet-sauvignon-2002,Chimney Rock Cabernet Sauvignon 2002,2002,United States,Stags Leap District,Chimney Rock,360000,₩,[],3.4046266,4.7604613,1.4556233,3.3389788,,//images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/835?year=2002
1166466,stella-di-campalto-brunello-di-montalcino-2013,Stella di Campalto Brunello di Montalcino 2013,2013,Italy,Brunello di Montalcino,Stella di Campalto,360000,₩,[],3.8164825,3.0028584,1.5831945,3.514049,,//images.vivino.com/thumbs/l6eyLH3LT6GB8VztfQyDBw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1166466?year=2013
3661401,amici-cellars-spring-mountain-cabernet-sauvignon-2014,Amici Spring Mountain Cabernet Sauvignon 2014,2014,United States,Spring Mountain District,Amici,500000,₩,[],3.528679,4.8238516,1.4472346,3.5271482,,//images.vivino.com/thumbs/qBVy1NqgT1K6jY22wdQSkA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/3661401?year=2014
1172691,clos-saint-jean-chateauneuf-du-pape-deus-ex-machina-2017,Clos Saint Jean Châteauneuf-du-Pape Deus Ex Machina 2017,2017,France,Châteauneuf-du-Pape,Clos Saint Jean,212589,₩,[],3.0342891,4.750304,2.2296855,2.9863825,,//images.vivino.com/thumbs/XmLSiFJqSJ6xW7qIxssy4w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1172691?year=2017
3661401,amici-cellars-spring-mountain-cabernet-sauvignon-2013,Amici Spring Mountain Cabernet Sauvignon 2013,2013,United States,Spring Mountain District,Amici,500000,₩,[],3.528679,4.8238516,1.4472346,3.5271482,,//images.vivino.com/thumbs/qBVy1NqgT1K6jY22wdQSkA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/3661401?year=2013
3661401,amici-cellars-spring-mountain-cabernet-sauvignon-2012,Amici Spring Mountain Cabernet Sauvignon 2012,2012,United States,Spring Mountain District,Amici,500000,₩,[],3.528679,4.8238516,1.4472346,3.5271482,,//images.vivino.com/thumbs/qBVy1NqgT1K6jY22wdQSkA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/3661401?year=2012
1395058,destiny-bay-vineyards-mystae-2010,Destiny Bay Vineyards Mystae 2010,2010,New Zealand,Waiheke Island,Destiny Bay Vineyards,436183,₩,[],3.5650878,3.8555186,2.0919695,3.31878,,//images.vivino.com/labels/fNv5Dp-1Rq6OSZbvmQ0D7A.jpg,[],[],[],[],https://www.vivino.com/w/1395058?year=2010
3661401,amici-cellars-spring-mountain-cabernet-sauvignon-2016,Amici Spring Mountain Cabernet Sauvignon 2016,2016,United States,Spring Mountain District,Amici,500000,₩,[],3.528679,4.8238516,1.4472346,3.5271482,,//images.vivino.com/thumbs/qBVy1NqgT1K6jY22wdQSkA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/3661401?year=2016
14898,buoncristiani-family-winery-cabernet-sauvignon-2018,Buoncristiani Cabernet Sauvignon 2018,2018,United States,Napa Valley,Buoncristiani,280000,₩,[],3.5486138,4.796603,1.5385292,3.6413727,,//images.vivino.com/thumbs/aoWXMH7QQMmVgzCgsLCkaQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/14898?year=2018
1098981,la-fleur-petrus-pomerol-1967,Château La Fleur-Pétrus Pomerol 1967,1967,France,Pomerol,Château La Fleur-Pétrus,493206,₩,[],3.3704193,4.0982065,1.798808,3.4678705,,//images.vivino.com/thumbs/Me-e71USQSKQ9cmbuoYQaw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1098981?year=1967
1108737,chateau-l-evangile-pomerol-1966,Château l'Évangile Pomerol 1966,1966,France,Pomerol,Château l'Évangile,368487,₩,[],3.3780499,4.14014,1.6894423,3.47,,//images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1108737?year=1966
79262,chateau-lynch-bages-pauillac-grand-cru-classe-1996,Château Lynch-Bages Pauillac (Grand Cru Classé) 1996,1996,France,Pauillac,Château Lynch-Bages,280617,₩,[],4.1846695,4.1998296,1.6279956,4.231435,,//images.vivino.com/thumbs/1YXUHwcmS7i4jvfW2oOJJA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/79262?year=1996
3069,silver-oak-oak-ville-napa-valley-cabernet-sauvignon-2016,Silver Oak Napa Valley Cabernet Sauvignon 2016,2016,United States,Napa Valley,Silver Oak,309070,₩,[],3.3756044,4.7365227,1.5242923,3.2505124,,//images.vivino.com/thumbs/DdtkVKDbQHCs2732RLpW5A_pb_x600.png,[],[],[],[],https://www.vivino.com/w/3069?year=2016
74346,cos-d-estournel-saint-estephe-cos-d-estournel-1995,Cos d'Estournel Cos d'Estournel 1995,1995,France,Saint-Estèphe,Cos d'Estournel,331639,₩,[],4.1998315,4.1942134,1.6652071,4.229778,,//images.vivino.com/thumbs/7wKRbSVpRX6PcdqVn-gxDQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/74346?year=1995
9220,chateau-palmer-grand-vin-de-chateau-palmer-grand-cru-classe-1996,Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 1996,1996,France,Margaux,Chateau Palmer,467696,₩,[],4.1407576,3.742725,1.6968466,3.794763,,//images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,[],[],[],[],https://www.vivino.com/w/9220?year=1996
2307317,podere-le-ripi-lupi-e-sirene-riserva-2017,Podere le Ripi Lupi e Sirene Riserva 2017,2017,Italy,Brunello di Montalcino,Podere le Ripi,350000,₩,[],3.8259223,3.3030648,1.6798946,3.6605504,,//images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2307317?year=2017
2307317,podere-le-ripi-lupi-e-sirene-riserva-2004,Podere le Ripi Lupi e Sirene Riserva 2004,2004,Italy,Brunello di Montalcino,Podere le Ripi,350000,₩,[],3.8259223,3.3030648,1.6798946,3.6605504,,//images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2307317?year=2004
2307317,podere-le-ripi-lupi-e-sirene-riserva-2006,Podere le Ripi Lupi e Sirene Riserva 2006,2006,Italy,Brunello di Montalcino,Podere le Ripi,350000,₩,[],3.8259223,3.3030648,1.6798946,3.6605504,,//images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2307317?year=2006
2307317,podere-le-ripi-lupi-e-sirene-riserva-2007,Podere le Ripi Lupi e Sirene Riserva 2007,2007,Italy,Brunello di Montalcino,Podere le Ripi,350000,₩,[],3.8259223,3.3030648,1.6798946,3.6605504,,//images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2307317?year=2007
79762,chateau-pichon-baron-pauillac-grand-cru-classe-pauillac-red-wine-1996,Château Pichon Baron Pauillac (Grand Cru Classé) 1996,1996,France,Pauillac,Château Pichon Baron,333056,₩,[],4.193095,4.182065,1.693688,4.222288,,//images.vivino.com/thumbs/-VCSqTjKRqSTHfQDPvG3PA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/79762?year=1996
5571323,vina-vik-winery-la-piu-belle-2011,Viña Vik Winery La Piu Belle 2011,2011,Chile,Cachapoal Valley,Viña Vik Winery,103994,₩,[],,,,,,//images.vivino.com/thumbs/Ir5ZIflsRzKYjILACu_mKQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/5571323?year=2011
79762,chateau-pichon-baron-pauillac-grand-cru-classe-pauillac-red-wine-1995,Château Pichon Baron Pauillac (Grand Cru Classé) 1995,1995,France,Pauillac,Château Pichon Baron,269279,₩,[],4.193095,4.182065,1.693688,4.222288,,//images.vivino.com/thumbs/-VCSqTjKRqSTHfQDPvG3PA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/79762?year=1995
74346,cos-d-estournel-saint-estephe-cos-d-estournel-2010,Cos d'Estournel Cos d'Estournel 2010,2010,France,Saint-Estèphe,Cos d'Estournel,425178,₩,[],4.1998315,4.1942134,1.6652071,4.229778,,//images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/74346?year=2010
81848,chateau-leoville-las-cases-saint-julien-grand-cru-classe-1998,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 1998,1998,France,Saint-Julien,Château Léoville Las Cases,290538,₩,[],4.184887,3.7826955,1.6329252,3.87069,,//images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/81848?year=1998
9220,chateau-palmer-grand-vin-de-chateau-palmer-grand-cru-classe-2002,Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2002,2002,France,Margaux,Chateau Palmer,399667,₩,[],4.1407576,3.742725,1.6968466,3.794763,,//images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,[],[],[],[],https://www.vivino.com/w/9220?year=2002
81848,chateau-leoville-las-cases-saint-julien-grand-cru-classe-2001,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2001,2001,France,Saint-Julien,Château Léoville Las Cases,297624,₩,[],4.184887,3.7826955,1.6329252,3.87069,,//images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/81848?year=2001
81848,chateau-leoville-las-cases-saint-julien-grand-cru-classe-1985,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 1985,1985,France,Saint-Julien,Château Léoville Las Cases,442185,₩,[],4.184887,3.7826955,1.6329252,3.87069,,//images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/81848?year=1985
81848,chateau-leoville-las-cases-saint-julien-grand-cru-classe-1999,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 1999,1999,France,Saint-Julien,Château Léoville Las Cases,318883,₩,[],4.184887,3.7826955,1.6329252,3.87069,,//images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,[],[],[],[],https://www.vivino.com/w/81848?year=1999
23627,chateau-beychevelle-saint-julien-grand-cru-classe-2003,Château Beychevelle Saint-Julien (Grand Cru Classé) 2003,2003,France,Saint-Julien,Château Beychevelle,187078,₩,[],4.1793704,3.8068542,1.583394,3.8339853,,//images.vivino.com/thumbs/8co6iZt_TA2-Qe2guLjoug_pb_x600.png,[],[],[],[],https://www.vivino.com/w/23627?year=2003
79262,chateau-lynch-bages-pauillac-grand-cru-classe-1985,Château Lynch-Bages Pauillac (Grand Cru Classé) 1985,1985,France,Pauillac,Château Lynch-Bages,416674,₩,[],4.1846695,4.1998296,1.6279956,4.231435,,//images.vivino.com/thumbs/1YXUHwcmS7i4jvfW2oOJJA_pb_x600.png,[],[],[],[],https://www.vivino.com/w/79262?year=1985
2162093,clos-mogador-priorat-priorat-2017,Clos Mogador Priorat 2017,2017,Spain,Priorat,Clos Mogador,450000,₩,[],3.4303966,4.6358395,1.8793395,3.3349767,,//images.vivino.com/thumbs/7-Edbn7NTT6Rpe-GOrwrdw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/2162093?year=2017
835,chimney-rock-winery-cabernet-sauvignon-2015,Chimney Rock Cabernet Sauvignon 2015,2015,United States,Stags Leap District,Chimney Rock,360000,₩,[],3.4046266,4.7604613,1.4556233,3.3389788,,//images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,[],[],[],[],https://www.vivino.com/w/835?year=2015
1125543,chateau-pichon-longueville-comtesse-de-lalande-pauillac-grand-cru-classe-1988,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 1988,1988,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,280617,₩,[],4.1516833,4.0541186,1.5935359,4.093349,,//images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x600.png,[],[],[],[],https://www.vivino.com/w/1125543?year=1988
10007,groth-cabernet-sauvignon-reserve-2016,Groth Cabernet Sauvignon Reserve 2016,2016,United States,Oakville,Groth,257905,₩,[],3.3629007,4.6554537,1.5855484,3.3425548,,//images.vivino.com/thumbs/AJmDHC_RQK24PNMuRTPYKQ_pb_x600.png,[],[],[],[],https://www.vivino.com/w/10007?year=2016
